ind,attr,val
8869,6,CA
8869,7,95945
8869,8,NEVADA
8869,9,5302746000
8869,10,Acute Care Hospitals
8869,11,Voluntary non-profit - Other
8869,12,Yes
8869,13,Surgical Infection Prevention
8869,14,SCIP-INF-2
8869,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
8869,16,99%
8869,17,299 patients
8869,18,CA_SCIP-INF-2
8871,2,50150
8871,3,SIERRA NEVADA MEMORIAL HOSPITAL
8871,4,155 GLASSON WAY
8871,5,GRASS VALLEY
8871,6,CA
8871,7,95945
8871,8,NEVADA
8871,9,5302746000
8871,10,Acute Care Hospitals
8871,11,Voluntary non-profit - Other
8871,12,Yes
8871,13,Surgical Infection Prevention
8871,14,SCIP-INF-4
8871,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
8871,16,
8871,17,0 patients
8871,18,CA_SCIP-INF-4
8876,2,50152
8876,3,SAINT FRANCIS MEMORIAL HOSPITAL
8876,4,900 HYDE ST
8876,5,SAN FRANCISCO
8876,6,CA
8876,7,94109
8876,8,SAN FRANCISCO
8876,9,4157754321
8876,10,Acute Care Hospitals
8876,11,Voluntary non-profit - Private
8876,12,Yes
8876,13,Heart Attack
8876,14,AMI-2
8876,15,Heart Attack Patients Given Aspirin at Discharge
8876,16,100%
8876,17,14 patients
8876,18,CA_AMI-2
8890,2,50152
8890,3,SAINT FRANCIS MEMORIAL HOSPITAL
8890,4,900 HYDE ST
8890,5,SAN FRANCISCO
8890,6,CA
8890,7,94109
8890,8,SAN FRANCISCO
8890,9,4157754321
8890,10,Acute Care Hospitals
8890,11,Voluntary non-profit - Private
8890,12,Yes
8890,13,Pneumonia
8890,14,PN-6
8890,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
8890,16,73%
8890,17,83 patients
8890,18,CA_PN-6
8892,2,50152
8892,3,SAINT FRANCIS MEMORIAL HOSPITAL
8892,4,900 HYDE ST
8892,5,SAN FRANCISCO
8892,6,CA
8892,7,94109
8892,8,SAN FRANCISCO
8892,9,4157754321
8892,10,Acute Care Hospitals
8892,11,Voluntary non-profit - Private
8892,12,Yes
8892,13,Surgical Infection Prevention
8892,14,SCIP-CARD-2
8892,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
8892,16,86%
8892,17,29 patients
8892,18,CA_SCIP-CARD-2
8893,2,50152
8893,3,SAINT FRANCIS MEMORIAL HOSPITAL
8893,4,900 HYDE ST
8893,5,SAN FRANCISCO
8893,6,CA
8893,7,94109
8893,8,SAN FRANCISCO
8893,9,4157754321
8893,10,Acute Care Hospitals
8893,11,Voluntary non-profit - Private
8893,12,Yes
8893,13,Surgical Infection Prevention
8893,14,SCIP-INF-1
8893,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
8893,16,87%
8893,17,186 patients
8893,18,CA_SCIP-INF-1
8894,2,50152
8894,3,SAINT FRANCIS MEMORIAL HOSPITAL
8894,4,900 HYDE ST
8894,5,SAN FRANCISCO
8894,6,CA
8894,7,94109
8894,8,SAN FRANCISCO
8894,9,4157754321
8894,10,Acute Care Hospitals
8894,11,Voluntary non-profit - Private
8894,12,Yes
8894,13,Surgical Infection Prevention
8894,14,SCIP-INF-2
8894,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
8894,16,97%
8894,17,186 patients
8894,18,CA_SCIP-INF-2
8914,2,50153
8914,3,O-CONNOR HOSPITAL
8914,4,2105 FOREST AVENUE
8914,5,SAN JOSE
8914,6,CA
8914,7,95128
8914,8,SANTA CLARA
8914,9,4089472500
8914,10,Acute Care Hospitals
8914,11,Voluntary non-profit - Church
8914,12,Yes
8914,13,Pneumonia
8914,14,PN-5C
8914,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
8914,16,100%
8914,17,214 patients
8914,18,CA_PN-5C
8929,2,50158
8929,3,ENCINO HOSPITAL MEDICAL CENTER
8929,4,16237 VENTURA BLVD
8929,5,ENCINO
8929,6,CA
8929,7,91436
8929,8,LOS ANGELES
8929,9,8189955000
8929,10,Acute Care Hospitals
8929,11,Proprietary
8929,12,Yes
8929,13,Heart Attack
8929,14,AMI-5
8929,15,Heart Attack Patients Given Beta Blocker at Discharge
8929,16,100%
8929,17,15 patients
8929,18,CA_AMI-5
8935,2,50158
8935,3,ENCINO HOSPITAL MEDICAL CENTER
8935,4,16237 VENTURA BLVD
8935,5,ENCINO
8935,6,CA
8935,7,91436
8935,8,LOS ANGELES
8935,9,8189955000
8935,10,Acute Care Hospitals
8935,11,Proprietary
8935,12,Yes
8935,13,Heart Failure
8935,14,HF-4
8935,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
8935,16,100%
8935,17,7 patients
8935,18,CA_HF-4
8948,2,50158
8948,3,ENCINO HOSPITAL MEDICAL CENTER
8948,4,16237 VENTURA BLVD
8948,5,ENCINO
8948,6,CA
8948,7,91436
8948,8,LOS ANGELES
8948,9,8189955000
8948,10,Acute Care Hospitals
8948,11,Proprietary
8948,12,Yes
8948,13,Surgical Infection Prevention
8948,14,SCIP-VTE-1
8948,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
8948,16,96%
8948,17,25 patients
8948,18,CA_SCIP-VTE-1
8955,2,50159
8955,3,VENTURA COUNTY MEDICAL CENTER
8955,4,3291 LOMA VISTA RD
8955,5,VENTURA
8955,6,CA
8955,7,93003
8955,8,VENTURA
8955,9,8056526075
8955,10,Acute Care Hospitals
8955,11,Government - Local
8955,12,Yes
8955,13,Heart Attack
8955,14,AMI-7A
8955,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
8955,16,
8955,17,0 patients
8955,18,CA_AMI-7A
8962,2,50159
8962,3,VENTURA COUNTY MEDICAL CENTER
8962,4,3291 LOMA VISTA RD
8962,5,VENTURA
8962,6,CA
8962,7,93003
8962,8,VENTURA
8962,9,8056526075
8962,10,Acute Care Hospitals
8962,11,Government - Local
8962,12,Yes
8962,13,Pneumonia
8962,14,PN-3B
8962,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
8962,16,93%
8962,17,100 patients
8962,18,CA_PN-3B
8963,2,50159
8963,3,VENTURA COUNTY MEDICAL CENTER
8963,4,3291 LOMA VISTA RD
8963,5,VENTURA
8963,6,CA
8963,7,93003
8963,8,VENTURA
8963,9,8056526075
8963,10,Acute Care Hospitals
8963,11,Government - Local
8963,12,Yes
8963,13,Pneumonia
8963,14,PN-4
8963,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
8963,16,100%
8963,17,27 patients
8963,18,CA_PN-4
8977,2,50167
8977,3,SAN JOAQUIN GENERAL HOSPITAL
8977,4,500 W HOSPITAL ROAD
8977,5,FRENCH CAMP
8977,6,CA
8977,7,95231
8977,8,SAN JOAQUIN
8977,9,2094686000
8977,10,Acute Care Hospitals
8977,11,Government - Local
8977,12,Yes
8977,13,Heart Attack
8977,14,AMI-3
8977,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
8977,16,100%
8977,17,11 patients
8977,18,CA_AMI-3
8987,2,50167
8987,3,SAN JOAQUIN GENERAL HOSPITAL
8987,4,500 W HOSPITAL ROAD
8987,5,FRENCH CAMP
8987,6,CA
8987,7,95231
8987,8,SAN JOAQUIN
8987,9,2094686000
8987,10,Acute Care Hospitals
8987,11,Government - Local
8987,12,Yes
8987,13,Pneumonia
8987,14,PN-3B
8987,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
8987,16,95%
8987,17,93 patients
8987,18,CA_PN-3B
9019,2,50168
9019,3,ST JUDE MEDICAL CENTER
9019,4,101 E VALENCIA MESA DRIVE
9019,5,FULLERTON
9019,6,CA
9019,7,92835
9019,8,ORANGE
9019,9,7149923000
9019,10,Acute Care Hospitals
9019,11,Voluntary non-profit - Church
9019,12,Yes
9019,13,Surgical Infection Prevention
9019,14,SCIP-INF-2
9019,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
9019,16,97%
9019,17,415 patients
9019,18,CA_SCIP-INF-2
9022,2,50168
9022,3,ST JUDE MEDICAL CENTER
9022,4,101 E VALENCIA MESA DRIVE
9022,5,FULLERTON
9022,6,CA
9022,7,92835
9022,8,ORANGE
9022,9,7149923000
9022,10,Acute Care Hospitals
9022,11,Voluntary non-profit - Church
9022,12,Yes
9022,13,Surgical Infection Prevention
9022,14,SCIP-INF-6
9022,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9022,16,100%
9022,17,604 patients
9022,18,CA_SCIP-INF-6
9028,2,50169
9028,3,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
9028,4,12401 E WASHINGTON BLVD
9028,5,WHITTIER
9028,6,CA
9028,7,90602
9028,8,LOS ANGELES
9028,9,5266980811
9028,10,Acute Care Hospitals
9028,11,Voluntary non-profit - Private
9028,12,Yes
9028,13,Heart Attack
9028,14,AMI-4
9028,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9028,16,96%
9028,17,54 patients
9028,18,CA_AMI-4
9031,2,50169
9031,3,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
9031,4,12401 E WASHINGTON BLVD
9031,5,WHITTIER
9031,6,CA
9031,7,90602
9031,8,LOS ANGELES
9031,9,5266980811
9031,10,Acute Care Hospitals
9031,11,Voluntary non-profit - Private
9031,12,Yes
9031,13,Heart Attack
9031,14,AMI-8A
9031,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9031,16,81%
9031,17,53 patients
9031,18,CA_AMI-8A
9036,2,50169
9036,3,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
9036,4,12401 E WASHINGTON BLVD
9036,5,WHITTIER
9036,6,CA
9036,7,90602
9036,8,LOS ANGELES
9036,9,5266980811
9036,10,Acute Care Hospitals
9036,11,Voluntary non-profit - Private
9036,12,Yes
9036,13,Pneumonia
9036,14,PN-2
9036,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
9036,16,99%
9036,17,108 patients
9036,18,CA_PN-2
9050,2,50173
9050,3,ANAHEIM GENERAL HOSPITAL
9050,4,3350 W BALL ROAD
9050,5,ANAHEIM
9050,6,CA
9050,7,92804
9050,8,ORANGE
9050,9,7142204533
9050,10,Acute Care Hospitals
9050,11,Government - State
9050,12,Yes
9050,13,Heart Attack
9050,14,AMI-1
9050,15,Heart Attack Patients Given Aspirin at Arrival
9050,16,100%
9050,17,8 patients
9050,18,CA_AMI-1
9056,2,50173
9056,3,ANAHEIM GENERAL HOSPITAL
9056,4,3350 W BALL ROAD
9056,5,ANAHEIM
9056,6,CA
9056,7,92804
9056,8,ORANGE
9056,9,7142204533
9056,10,Acute Care Hospitals
9056,11,Government - State
9056,12,Yes
9056,13,Heart Attack
9056,14,AMI-8A
9056,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9056,16,
9056,17,0 patients
9056,18,CA_AMI-8A
9072,2,50173
9072,3,ANAHEIM GENERAL HOSPITAL
9072,4,3350 W BALL ROAD
9072,5,ANAHEIM
9072,6,CA
9072,7,92804
9072,8,ORANGE
9072,9,7142204533
9072,10,Acute Care Hospitals
9072,11,Government - State
9072,12,Yes
9072,13,Surgical Infection Prevention
9072,14,SCIP-INF-6
9072,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9072,16,83%
9072,17,18 patients
9072,18,CA_SCIP-INF-6
9099,2,50174
9099,3,SANTA ROSA MEMORIAL HOSPITAL
9099,4,1165 MONTGOMERY DR
9099,5,SANTA ROSA
9099,6,CA
9099,7,95405
9099,8,SONOMA
9099,9,7075255300
9099,10,Acute Care Hospitals
9099,11,Voluntary non-profit - Private
9099,12,Yes
9099,13,Surgical Infection Prevention
9099,14,SCIP-VTE-2
9099,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
9099,16,98%
9099,17,180 patients
9099,18,CA_SCIP-VTE-2
9103,2,50179
9103,3,EMANUEL MEDICAL CENTER INC
9103,4,825 DELBON AVE
9103,5,TURLOCK
9103,6,CA
9103,7,95382
9103,8,STANISLAUS
9103,9,2096674200
9103,10,Acute Care Hospitals
9103,11,Voluntary non-profit - Church
9103,12,Yes
9103,13,Heart Attack
9103,14,AMI-4
9103,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9103,16,100%
9103,17,14 patients
9103,18,CA_AMI-4
9115,2,50179
9115,3,EMANUEL MEDICAL CENTER INC
9115,4,825 DELBON AVE
9115,5,TURLOCK
9115,6,CA
9115,7,95382
9115,8,STANISLAUS
9115,9,2096674200
9115,10,Acute Care Hospitals
9115,11,Voluntary non-profit - Church
9115,12,Yes
9115,13,Pneumonia
9115,14,PN-6
9115,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
9115,16,93%
9115,17,155 patients
9115,18,CA_PN-6
9117,2,50179
9117,3,EMANUEL MEDICAL CENTER INC
9117,4,825 DELBON AVE
9117,5,TURLOCK
9117,6,CA
9117,7,95382
9117,8,STANISLAUS
9117,9,2096674200
9117,10,Acute Care Hospitals
9117,11,Voluntary non-profit - Church
9117,12,Yes
9117,13,Surgical Infection Prevention
9117,14,SCIP-CARD-2
9117,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
9117,16,78%
9117,17,45 patients
9117,18,CA_SCIP-CARD-2
9132,2,50180
9132,3,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
9132,4,1601 YGNACIO VALLEY RD
9132,5,WALNUT CREEK
9132,6,CA
9132,7,94598
9132,8,CONTRA COSTA
9132,9,9259393000
9132,10,Acute Care Hospitals
9132,11,Voluntary non-profit - Private
9132,12,Yes
9132,13,Heart Failure
9132,14,HF-1
9132,15,Heart Failure Patients Given Discharge Instructions
9132,16,97%
9132,17,201 patients
9132,18,CA_HF-1
9154,2,50189
9154,3,GEORGE L MEE MEMORIAL HOSPITAL
9154,4,300 CANAL STREET
9154,5,KING CITY
9154,6,CA
9154,7,93930
9154,8,MONTEREY
9154,9,8313856000
9154,10,Acute Care Hospitals
9154,11,Voluntary non-profit - Other
9154,12,Yes
9154,13,Heart Attack
9154,14,AMI-5
9154,15,Heart Attack Patients Given Beta Blocker at Discharge
9154,16,100%
9154,17,4 patients
9154,18,CA_AMI-5
9164,2,50189
9164,3,GEORGE L MEE MEMORIAL HOSPITAL
9164,4,300 CANAL STREET
9164,5,KING CITY
9164,6,CA
9164,7,93930
9164,8,MONTEREY
9164,9,8313856000
9164,10,Acute Care Hospitals
9164,11,Voluntary non-profit - Other
9164,12,Yes
9164,13,Pneumonia
9164,14,PN-5C
9164,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
9164,16,86%
9164,17,21 patients
9164,18,CA_PN-5C
9166,2,50189
9166,3,GEORGE L MEE MEMORIAL HOSPITAL
9166,4,300 CANAL STREET
9166,5,KING CITY
9166,6,CA
9166,7,93930
9166,8,MONTEREY
9166,9,8313856000
9166,10,Acute Care Hospitals
9166,11,Voluntary non-profit - Other
9166,12,Yes
9166,13,Pneumonia
9166,14,PN-7
9166,15,Pneumonia Patients Assessed and Given Influenza Vaccination
9166,16,57%
9166,17,35 patients
9166,18,CA_PN-7
9185,2,50191
9185,3,ST MARY MEDICAL CENTER
9185,4,1050 LINDEN AVE
9185,5,LONG BEACH
9185,6,CA
9185,7,90813
9185,8,LOS ANGELES
9185,9,5624919000
9185,10,Acute Care Hospitals
9185,11,Voluntary non-profit - Church
9185,12,Yes
9185,13,Heart Failure
9185,14,HF-4
9185,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
9185,16,100%
9185,17,65 patients
9185,18,CA_HF-4
9190,2,50191
9190,3,ST MARY MEDICAL CENTER
9190,4,1050 LINDEN AVE
9190,5,LONG BEACH
9190,6,CA
9190,7,90813
9190,8,LOS ANGELES
9190,9,5624919000
9190,10,Acute Care Hospitals
9190,11,Voluntary non-profit - Church
9190,12,Yes
9190,13,Pneumonia
9190,14,PN-6
9190,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
9190,16,93%
9190,17,72 patients
9190,18,CA_PN-6
9192,2,50191
9192,3,ST MARY MEDICAL CENTER
9192,4,1050 LINDEN AVE
9192,5,LONG BEACH
9192,6,CA
9192,7,90813
9192,8,LOS ANGELES
9192,9,5624919000
9192,10,Acute Care Hospitals
9192,11,Voluntary non-profit - Church
9192,12,Yes
9192,13,Surgical Infection Prevention
9192,14,SCIP-CARD-2
9192,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
9192,16,100%
9192,17,49 patients
9192,18,CA_SCIP-CARD-2
9193,2,50191
9193,3,ST MARY MEDICAL CENTER
9193,4,1050 LINDEN AVE
9193,5,LONG BEACH
9193,6,CA
9193,7,90813
9193,8,LOS ANGELES
9193,9,5624919000
9193,10,Acute Care Hospitals
9193,11,Voluntary non-profit - Church
9193,12,Yes
9193,13,Surgical Infection Prevention
9193,14,SCIP-INF-1
9193,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
9193,16,100%
9193,17,225 patients
9193,18,CA_SCIP-INF-1
9195,2,50191
9195,3,ST MARY MEDICAL CENTER
9195,4,1050 LINDEN AVE
9195,5,LONG BEACH
9195,6,CA
9195,7,90813
9195,8,LOS ANGELES
9195,9,5624919000
9195,10,Acute Care Hospitals
9195,11,Voluntary non-profit - Church
9195,12,Yes
9195,13,Surgical Infection Prevention
9195,14,SCIP-INF-3
9195,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
9195,16,90%
9195,17,189 patients
9195,18,CA_SCIP-INF-3
9198,2,50191
9198,3,ST MARY MEDICAL CENTER
9198,4,1050 LINDEN AVE
9198,5,LONG BEACH
9198,6,CA
9198,7,90813
9198,8,LOS ANGELES
9198,9,5624919000
9198,10,Acute Care Hospitals
9198,11,Voluntary non-profit - Church
9198,12,Yes
9198,13,Surgical Infection Prevention
9198,14,SCIP-VTE-1
9198,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
9198,16,97%
9198,17,159 patients
9198,18,CA_SCIP-VTE-1
9216,2,50192
9216,3,SIERRA KINGS DISTRICT HOSPITAL
9216,4,372 W CYPRESS AVE
9216,5,REEDLEY
9216,6,CA
9216,7,93654
9216,8,FRESNO
9216,9,5596388155
9216,10,Acute Care Hospitals
9216,11,Government - Hospital District or Authority
9216,12,Yes
9216,13,Pneumonia
9216,14,PN-7
9216,15,Pneumonia Patients Assessed and Given Influenza Vaccination
9216,16,71%
9216,17,42 patients
9216,18,CA_PN-7
9225,2,50193
9225,3,SOUTH COAST MEDICAL CENTER
9225,4,31872 COAST HWY
9225,5,LAGUNA BEACH
9225,6,CA
9225,7,92677
9225,8,ORANGE
9225,9,9494997193
9225,10,Acute Care Hospitals
9225,11,Voluntary non-profit - Other
9225,12,Yes
9225,13,Heart Attack
9225,14,AMI-1
9225,15,Heart Attack Patients Given Aspirin at Arrival
9225,16,100%
9225,17,9 patients
9225,18,CA_AMI-1
9227,2,50193
9227,3,SOUTH COAST MEDICAL CENTER
9227,4,31872 COAST HWY
9227,5,LAGUNA BEACH
9227,6,CA
9227,7,92677
9227,8,ORANGE
9227,9,9494997193
9227,10,Acute Care Hospitals
9227,11,Voluntary non-profit - Other
9227,12,Yes
9227,13,Heart Attack
9227,14,AMI-3
9227,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9227,16,100%
9227,17,2 patients
9227,18,CA_AMI-3
9232,2,50193
9232,3,SOUTH COAST MEDICAL CENTER
9232,4,31872 COAST HWY
9232,5,LAGUNA BEACH
9232,6,CA
9232,7,92677
9232,8,ORANGE
9232,9,9494997193
9232,10,Acute Care Hospitals
9232,11,Voluntary non-profit - Other
9232,12,Yes
9232,13,Heart Failure
9232,14,HF-1
9232,15,Heart Failure Patients Given Discharge Instructions
9232,16,41%
9232,17,39 patients
9232,18,CA_HF-1
9247,2,50193
9247,3,SOUTH COAST MEDICAL CENTER
9247,4,31872 COAST HWY
9247,5,LAGUNA BEACH
9247,6,CA
9247,7,92677
9247,8,ORANGE
9247,9,9494997193
9247,10,Acute Care Hospitals
9247,11,Voluntary non-profit - Other
9247,12,Yes
9247,13,Surgical Infection Prevention
9247,14,SCIP-INF-6
9247,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9247,16,94%
9247,17,97 patients
9247,18,CA_SCIP-INF-6
9253,2,50194
9253,3,WATSONVILLE COMMUNITY HOSPITAL
9253,4,75 NIELSON STREET
9253,5,WATSONVILLE
9253,6,CA
9253,7,95076
9253,8,SANTA CRUZ
9253,9,8317244741
9253,10,Acute Care Hospitals
9253,11,Proprietary
9253,12,Yes
9253,13,Heart Attack
9253,14,AMI-4
9253,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9253,16,100%
9253,17,3 patients
9253,18,CA_AMI-4
9256,2,50194
9256,3,WATSONVILLE COMMUNITY HOSPITAL
9256,4,75 NIELSON STREET
9256,5,WATSONVILLE
9256,6,CA
9256,7,95076
9256,8,SANTA CRUZ
9256,9,8317244741
9256,10,Acute Care Hospitals
9256,11,Proprietary
9256,12,Yes
9256,13,Heart Attack
9256,14,AMI-8A
9256,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9256,16,
9256,17,0 patients
9256,18,CA_AMI-8A
9257,2,50194
9257,3,WATSONVILLE COMMUNITY HOSPITAL
9257,4,75 NIELSON STREET
9257,5,WATSONVILLE
9257,6,CA
9257,7,95076
9257,8,SANTA CRUZ
9257,9,8317244741
9257,10,Acute Care Hospitals
9257,11,Proprietary
9257,12,Yes
9257,13,Heart Failure
9257,14,HF-1
9257,15,Heart Failure Patients Given Discharge Instructions
9257,16,100%
9257,17,179 patients
9257,18,CA_HF-1
9267,2,50194
9267,3,WATSONVILLE COMMUNITY HOSPITAL
9267,4,75 NIELSON STREET
9267,5,WATSONVILLE
9267,6,CA
9267,7,95076
9267,8,SANTA CRUZ
9267,9,8317244741
9267,10,Acute Care Hospitals
9267,11,Proprietary
9267,12,Yes
9267,13,Surgical Infection Prevention
9267,14,SCIP-CARD-2
9267,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
9267,16,95%
9267,17,19 patients
9267,18,CA_SCIP-CARD-2
9292,2,50195
9292,3,WASHINGTON HOSPITAL
9292,4,2000 MOWRY AVE
9292,5,FREMONT
9292,6,CA
9292,7,94538
9292,8,ALAMEDA
9292,9,5107971111
9292,10,Acute Care Hospitals
9292,11,Government - Hospital District or Authority
9292,12,Yes
9292,13,Surgical Infection Prevention
9292,14,SCIP-CARD-2
9292,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
9292,16,96%
9292,17,80 patients
9292,18,CA_SCIP-CARD-2
9329,2,50197
9329,3,SEQUOIA HOSPITAL
9329,4,170 ALAMEDA DE LAS PULGAS
9329,5,REDWOOD CITY
9329,6,CA
9329,7,94062
9329,8,SAN MATEO
9329,9,6503675551
9329,10,Acute Care Hospitals
9329,11,Voluntary non-profit - Private
9329,12,Yes
9329,13,Heart Attack
9329,14,AMI-5
9329,15,Heart Attack Patients Given Beta Blocker at Discharge
9329,16,98%
9329,17,81 patients
9329,18,CA_AMI-5
9334,2,50197
9334,3,SEQUOIA HOSPITAL
9334,4,170 ALAMEDA DE LAS PULGAS
9334,5,REDWOOD CITY
9334,6,CA
9334,7,94062
9334,8,SAN MATEO
9334,9,6503675551
9334,10,Acute Care Hospitals
9334,11,Voluntary non-profit - Private
9334,12,Yes
9334,13,Heart Failure
9334,14,HF-3
9334,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9334,16,91%
9334,17,46 patients
9334,18,CA_HF-3
9347,2,50197
9347,3,SEQUOIA HOSPITAL
9347,4,170 ALAMEDA DE LAS PULGAS
9347,5,REDWOOD CITY
9347,6,CA
9347,7,94062
9347,8,SAN MATEO
9347,9,6503675551
9347,10,Acute Care Hospitals
9347,11,Voluntary non-profit - Private
9347,12,Yes
9347,13,Surgical Infection Prevention
9347,14,SCIP-INF-6
9347,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9347,16,100%
9347,17,501 patients
9347,18,CA_SCIP-INF-6
9350,2,50204
9350,3,LANCASTER COMMUNITY HOSPITAL
9350,4,43830 N 10TH ST W
9350,5,LANCASTER
9350,6,CA
9350,7,93534
9350,8,LOS ANGELES
9350,9,6619484781
9350,10,Acute Care Hospitals
9350,11,Proprietary
9350,12,Yes
9350,13,Heart Attack
9350,14,AMI-1
9350,15,Heart Attack Patients Given Aspirin at Arrival
9350,16,97%
9350,17,135 patients
9350,18,CA_AMI-1
9356,2,50204
9356,3,LANCASTER COMMUNITY HOSPITAL
9356,4,43830 N 10TH ST W
9356,5,LANCASTER
9356,6,CA
9356,7,93534
9356,8,LOS ANGELES
9356,9,6619484781
9356,10,Acute Care Hospitals
9356,11,Proprietary
9356,12,Yes
9356,13,Heart Attack
9356,14,AMI-8A
9356,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9356,16,70%
9356,17,23 patients
9356,18,CA_AMI-8A
9376,2,50205
9376,3,EAST VALLEY HOSPITAL MEDICAL CENTER
9376,4,150 WEST ROUTE 66
9376,5,GLENDORA
9376,6,CA
9376,7,91740
9376,8,LOS ANGELES
9376,9,6263350231
9376,10,Acute Care Hospitals
9376,11,Voluntary non-profit - Private
9376,12,Yes
9376,13,Heart Attack
9376,14,AMI-2
9376,15,Heart Attack Patients Given Aspirin at Discharge
9376,16,90%
9376,17,20 patients
9376,18,CA_AMI-2
9378,2,50205
9378,3,EAST VALLEY HOSPITAL MEDICAL CENTER
9378,4,150 WEST ROUTE 66
9378,5,GLENDORA
9378,6,CA
9378,7,91740
9378,8,LOS ANGELES
9378,9,6263350231
9378,10,Acute Care Hospitals
9378,11,Voluntary non-profit - Private
9378,12,Yes
9378,13,Heart Attack
9378,14,AMI-4
9378,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9378,16,100%
9378,17,1 patients
9378,18,CA_AMI-4
9386,2,50205
9386,3,EAST VALLEY HOSPITAL MEDICAL CENTER
9386,4,150 WEST ROUTE 66
9386,5,GLENDORA
9386,6,CA
9386,7,91740
9386,8,LOS ANGELES
9386,9,6263350231
9386,10,Acute Care Hospitals
9386,11,Voluntary non-profit - Private
9386,12,Yes
9386,13,Pneumonia
9386,14,PN-2
9386,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
9386,16,18%
9386,17,68 patients
9386,18,CA_PN-2
9399,2,50205
9399,3,EAST VALLEY HOSPITAL MEDICAL CENTER
9399,4,150 WEST ROUTE 66
9399,5,GLENDORA
9399,6,CA
9399,7,91740
9399,8,LOS ANGELES
9399,9,6263350231
9399,10,Acute Care Hospitals
9399,11,Voluntary non-profit - Private
9399,12,Yes
9399,13,Surgical Infection Prevention
9399,14,SCIP-VTE-2
9399,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
9399,16,0%
9399,17,2 patients
9399,18,CA_SCIP-VTE-2
9421,2,50211
9421,3,ALAMEDA HOSPITAL
9421,4,2070 CLINTON AVE
9421,5,ALAMEDA
